feature,seuil,gauche,droite,p_NORMAL,p_DOS,p_PROBE,p_R2L,p_U2R
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
85,0.000000,8006,8039,0.049121,0.055204,0.006803,0.888872,0.000000
56,0.000000,8007,8038,0.032798,0.056152,0.006920,0.904131,0.000000
8,0.000000,8008,8023,0.034736,0.000382,0.007328,0.957554,0.000000
19,0.003914,8009,8022,0.372797,0.007557,0.387098,0.232548,0.000000
39,0.000000,8010,8017,0.185232,0.009817,0.502859,0.302091,0.000000
25,0.520000,8011,8012,0.217892,0.014976,0.767131,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
29,0.180392,8013,8016,0.195994,0.015396,0.788610,0.000000,0.000000
28,0.007843,8014,8015,0.087398,0.017475,0.895127,0.000000,0.000000
-1,0.000000,-1,-1,0.531976,0.468024,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.070154,0.000000,0.929846,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
2,0.000000,8018,8021,0.123087,0.000000,0.000000,0.876913,0.000000
33,0.000000,8019,8020,0.210081,0.000000,0.000000,0.789919,0.000000
-1,0.000000,-1,-1,0.081432,0.000000,0.000000,0.918568,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.014560,0.000000,0.000000,0.985440,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
29,0.333333,8024,8037,0.028212,0.000243,0.000000,0.971545,0.000000
24,0.000000,8025,8036,0.008758,0.000248,0.000000,0.990994,0.000000
33,0.040000,8026,8033,0.008759,0.000099,0.000000,0.991141,0.000000
2,0.000000,8027,8030,0.117155,0.001818,0.000000,0.881027,0.000000
26,0.000000,8028,8029,0.096612,0.000000,0.000000,0.903388,0.000000
-1,0.000000,-1,-1,0.093153,0.000000,0.000000,0.906847,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
27,0.000000,8031,8032,0.926561,0.073439,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.913575,0.086425,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
61,0.000000,8034,8035,0.002504,0.000000,0.000000,0.997496,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000645,0.000000,0.000000,0.999355,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
29,0.247059,8041,8058,0.030400,0.000000,0.001359,0.968241,0.000000
28,0.321569,8042,8047,0.059282,0.000000,0.002780,0.937938,0.000000
25,0.520000,8043,8044,0.502397,0.000000,0.000000,0.497603,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
31,0.000000,8045,8046,0.491174,0.000000,0.000000,0.508826,0.000000
-1,0.000000,-1,-1,0.171398,0.000000,0.000000,0.828602,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
31,0.060000,8048,8057,0.041170,0.000000,0.002894,0.955936,0.000000
2,0.000001,8049,8052,0.036741,0.000000,0.000000,0.963259,0.000000
30,0.010000,8050,8051,0.750880,0.000000,0.000000,0.249120,0.000000
-1,0.000000,-1,-1,0.055802,0.000000,0.000000,0.944198,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
21,0.000000,8053,8056,0.016605,0.000000,0.000000,0.983395,0.000000
31,0.010000,8054,8055,0.016401,0.000000,0.000000,0.983599,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.015993,0.000000,0.000000,0.984007,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.619336,0.000000,0.380664,0.000000,0.000000
-1,0.000000,-1,-1,0.002763,0.000000,0.000000,0.997237,0.000000
1,0.000002,8060,8117,0.062998,0.000000,0.001237,0.165789,0.769976
29,0.039216,8061,8084,0.069578,0.000000,0.000000,0.081351,0.849070
1,0.000000,8062,8065,0.051442,0.000000,0.000000,0.039587,0.908972
40,0.000000,8063,8064,0.355933,0.000000,0.000000,0.060949,0.583118
-1,0.000000,-1,-1,0.041543,0.000000,0.000000,0.090700,0.867757
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
60,0.000000,8066,8083,0.005983,0.000000,0.000000,0.036397,0.957620
26,0.000000,8067,8082,0.005040,0.000000,0.000000,0.004705,0.990256
34,0.000000,8068,8081,0.004659,0.000000,0.000000,0.004707,0.990634
29,0.003922,8069,8074,0.003203,0.000000,0.000000,0.004713,0.992083
24,0.000000,8070,8073,0.001617,0.000000,0.000000,0.012876,0.985507
11,0.000000,8071,8072,0.000666,0.000000,0.000000,0.012888,0.986445
-1,0.000000,-1,-1,0.000191,0.000000,0.000000,0.012894,0.986915
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
24,0.000000,8075,8080,0.004120,0.000000,0.000000,0.000000,0.995880
31,0.020000,8076,8079,0.002421,0.000000,0.000000,0.000000,0.997579
101,0.000000,8077,8078,0.000496,0.000000,0.000000,0.000000,0.999504
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000386,0.000000,0.000000,0.000000,0.999614
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.033655,0.000000,0.000000,0.966345,0.000000
30,0.130000,8085,8096,0.326652,0.000000,0.000000,0.673348,0.000000
32,0.000000,8086,8095,0.099759,0.000000,0.000000,0.900241,0.000000
120,0.000000,8087,8088,0.070392,0.000000,0.000000,0.929608,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
101,0.000000,8089,8094,0.058266,0.000000,0.000000,0.941734,0.000000
29,0.109804,8090,8093,0.008242,0.000000,0.000000,0.991758,0.000000
95,0.000000,8091,8092,0.005510,0.000000,0.000000,0.994490,0.000000
-1,0.000000,-1,-1,0.003680,0.000000,0.000000,0.996320,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
35,0.143750,8097,8106,0.552317,0.000000,0.000000,0.447683,0.000000
60,0.000000,8098,8099,0.633920,0.000000,0.000000,0.366080,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
8,0.000000,8100,8101,0.366762,0.000000,0.000000,0.633238,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
2,0.000001,8102,8105,0.358357,0.000000,0.000000,0.641643,0.000000
29,0.247059,8103,8104,0.028702,0.000000,0.000000,0.971298,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
23,0.000000,8107,8116,0.287675,0.000000,0.000000,0.712325,0.000000
13,0.000000,8108,8113,0.253635,0.000000,0.000000,0.746365,0.000000
2,0.000001,8109,8112,0.317600,0.000000,0.000000,0.682400,0.000000
29,0.180392,8110,8111,0.028702,0.000000,0.000000,0.971298,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
25,0.010000,8114,8115,0.081432,0.000000,0.000000,0.918568,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.042444,0.000000,0.000000,0.957556,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
61,0.000000,8118,8133,0.018742,0.000000,0.009554,0.733740,0.237963
19,0.001957,8119,8128,0.064377,0.000000,0.032818,0.085434,0.817371
10,0.000000,8120,8127,0.056873,0.000000,0.018670,0.087483,0.836975
120,0.000000,8121,8124,0.343656,0.000000,0.115435,0.540909,0.000000
2,0.000000,8122,8123,0.326434,0.000000,0.673566,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
85,0.000000,8125,8126,0.347218,0.000000,0.000000,0.652782,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.014560,0.000000,0.000000,0.985440,0.000000
-1,0.000000,-1,-1,0.001542,0.000000,0.000000,0.000000,0.998458
31,0.120000,8129,8130,0.377255,0.000000,0.622745,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
26,0.000000,8131,8132,0.114898,0.000000,0.885102,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
35,0.143750,8135,8586,0.202991,0.202753,0.202277,0.212488,0.179491
101,0.000000,8136,8513,0.244163,0.061452,0.235142,0.250912,0.208332
1,0.000000,8137,8310,0.272469,0.068795,0.264259,0.271795,0.122683
2,0.000001,8138,8289,0.049573,0.104020,0.582916,0.021499,0.241991
28,0.015686,8139,8190,0.065947,0.139960,0.783883,0.010210,0.000000
1,0.000000,8140,8175,0.036323,0.000289,0.950056,0.013332,0.000000
33,0.020000,8141,8158,0.620307,0.005363,0.126787,0.247543,0.000000
36,0.000000,8142,8147,0.148846,0.010073,0.066151,0.774930,0.000000
21,0.000000,8143,8146,0.073890,0.000000,0.000000,0.926110,0.000000
61,0.000000,8144,8145,0.036994,0.000000,0.000000,0.963006,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
37,0.165000,8148,8149,0.533059,0.061707,0.405233,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
8,0.000000,8150,8157,0.408623,0.078152,0.513225,0.000000,0.000000
28,0.007843,8151,8154,0.693263,0.132591,0.174146,0.000000,0.000000
104,0.000000,8152,8153,0.602943,0.080373,0.316684,0.000000,0.000000
-1,0.000000,-1,-1,0.554056,0.090268,0.355676,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
19,0.001957,8155,8156,0.803610,0.196390,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
97,0.000000,8159,8174,0.841600,0.003152,0.155248,0.000000,0.000000
30,0.510000,8160,8161,0.879846,0.003295,0.116859,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
33,0.040000,8162,8167,0.934445,0.003500,0.062055,0.000000,0.000000
19,0.001957,8163,8166,0.678028,0.000000,0.321972,0.000000,0.000000
34,0.000000,8164,8165,0.529422,0.000000,0.470578,0.000000,0.000000
-1,0.000000,-1,-1,0.509444,0.000000,0.490556,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
24,0.000000,8168,8171,0.972249,0.004016,0.023735,0.000000,0.000000
20,0.001957,8169,8170,0.933248,0.066752,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.803610,0.196390,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
29,0.247059,8172,8173,0.974746,0.000000,0.025254,0.000000,0.000000
-1,0.000000,-1,-1,0.871926,0.000000,0.128074,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
26,0.050000,8176,8189,0.003081,0.000000,0.996919,0.000000,0.000000
32,0.500000,8177,8182,0.002877,0.000000,0.997123,0.000000,0.000000
61,0.000000,8178,8181,0.270549,0.000000,0.729451,0.000000,0.000000
40,0.000000,8179,8180,0.243251,0.000000,0.756749,0.000000,0.000000
-1,0.000000,-1,-1,0.182029,0.000000,0.817971,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
20,0.001957,8183,8186,0.002257,0.000000,0.997743,0.000000,0.000000
40,0.000000,8184,8185,0.015491,0.000000,0.984509,0.000000,0.000000
-1,0.000000,-1,-1,0.013139,0.000000,0.986861,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
38,0.000000,8187,8188,0.000097,0.000000,0.999903,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
20,0.003914,8191,8266,0.079829,0.205413,0.706011,0.008747,0.000000
2,0.000000,8192,8239,0.098056,0.029846,0.859607,0.012491,0.000000
30,0.230000,8193,8222,0.082072,0.030876,0.874130,0.012922,0.000000
59,0.000000,8194,8209,0.016416,0.033622,0.947949,0.002013,0.000000
113,0.000000,8195,8202,0.014171,0.033519,0.950283,0.002028,0.000000
53,0.000000,8196,8199,0.013803,0.027341,0.956807,0.002049,0.000000
19,0.080235,8197,8198,0.012251,0.027389,0.958308,0.002052,0.000000
-1,0.000000,-1,-1,0.019918,0.001602,0.975118,0.003362,0.000000
-1,0.000000,-1,-1,0.000234,0.067807,0.931959,0.000000,0.000000
36,0.000000,8200,8201,0.900004,0.000000,0.099996,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.463928,0.000000,0.536072,0.000000,0.000000
32,0.000000,8203,8206,0.049661,0.629665,0.320674,0.000000,0.000000
30,0.010000,8204,8205,0.022671,0.977329,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
41,0.000000,8207,8208,0.098544,0.000000,0.901456,0.000000,0.000000
-1,0.000000,-1,-1,0.059945,0.000000,0.940055,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
31,0.120000,8210,8217,0.320196,0.047545,0.632259,0.000000,0.000000
32,0.010000,8211,8214,0.636540,0.084851,0.278609,0.000000,0.000000
26,0.000000,8212,8213,0.367010,0.128130,0.504860,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.202421,0.797579,0.000000,0.000000
34,0.040000,8215,8216,0.968444,0.031556,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.671696,0.328304,0.000000,0.000000,0.000000
116,0.000000,8218,8221,0.090885,0.020502,0.888613,0.000000,0.000000
33,0.000000,8219,8220,0.092787,0.000000,0.907213,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.157900,0.000000,0.842100,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
23,0.000000,8223,8232,0.808787,0.000483,0.057055,0.133675,0.000000
22,0.000000,8224,8231,0.624734,0.001088,0.072874,0.301303,0.000000
28,0.074510,8225,8228,0.575257,0.001231,0.082483,0.341029,0.000000
25,0.520000,8226,8227,0.178407,0.000000,0.144498,0.677094,0.000000
-1,0.000000,-1,-1,0.257151,0.000000,0.742849,0.000000,0.000000
-1,0.000000,-1,-1,0.177373,0.000000,0.136637,0.685990,0.000000
30,0.870000,8229,8230,0.977968,0.002481,0.019551,0.000000,0.000000
-1,0.000000,-1,-1,0.937404,0.007049,0.055548,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
24,0.000000,8233,8234,0.955560,0.000000,0.044440,0.000000,0.000000
-1,0.000000,-1,-1,0.054548,0.000000,0.945452,0.000000,0.000000
27,0.000000,8235,8238,0.975540,0.000000,0.024460,0.000000,0.000000
26,0.150000,8236,8237,0.970338,0.000000,0.029662,0.000000,0.000000
-1,0.000000,-1,-1,0.982781,0.000000,0.017219,0.000000,0.000000
-1,0.000000,-1,-1,0.187506,0.000000,0.812494,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
36,0.000000,8240,8251,0.561423,0.000000,0.438577,0.000000,0.000000
31,0.430000,8241,8246,0.899714,0.000000,0.100286,0.000000,0.000000
28,0.964706,8242,8243,0.928697,0.000000,0.071303,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
26,0.150000,8244,8245,0.706016,0.000000,0.293984,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.463928,0.000000,0.536072,0.000000,0.000000
28,0.039216,8247,8250,0.463928,0.000000,0.536072,0.000000,0.000000
30,0.230000,8248,8249,0.041476,0.000000,0.958524,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
1,0.000000,8252,8265,0.153494,0.000000,0.846506,0.000000,0.000000
2,0.000000,8253,8258,0.072614,0.000000,0.927386,0.000000,0.000000
1,0.000000,8254,8257,0.016109,0.000000,0.983891,0.000000,0.000000
35,0.010000,8255,8256,0.046223,0.000000,0.953777,0.000000,0.000000
-1,0.000000,-1,-1,0.006876,0.000000,0.993124,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
28,0.964706,8259,8262,0.349196,0.000000,0.650804,0.000000,0.000000
32,0.030000,8260,8261,0.734702,0.000000,0.265298,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.341781,0.000000,0.658219,0.000000,0.000000
29,0.003922,8263,8264,0.223888,0.000000,0.776112,0.000000,0.000000
-1,0.000000,-1,-1,0.087723,0.000000,0.912277,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
4,0.000000,8267,8288,0.037258,0.615482,0.347260,0.000000,0.000000
36,0.890000,8268,8277,0.040418,0.582863,0.376719,0.000000,0.000000
30,0.870000,8269,8276,0.074523,0.007137,0.918339,0.000000,0.000000
42,0.000000,8270,8275,0.019211,0.007564,0.973225,0.000000,0.000000
2,0.000000,8271,8274,0.018163,0.007572,0.974265,0.000000,0.000000
116,0.000000,8272,8273,0.017288,0.007579,0.975133,0.000000,0.000000
-1,0.000000,-1,-1,0.015298,0.000000,0.984702,0.000000,0.000000
-1,0.000000,-1,-1,0.220091,0.779909,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
30,0.700000,8278,8283,0.017868,0.963537,0.018595,0.000000,0.000000
1,0.000000,8279,8282,0.000000,0.981045,0.018955,0.000000,0.000000
21,0.000000,8280,8281,0.000000,0.986202,0.013798,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
27,0.000000,8284,8287,0.940068,0.059932,0.000000,0.000000,0.000000
29,0.039216,8285,8286,0.875230,0.124770,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
20,0.001957,8290,8301,0.002183,0.000000,0.001261,0.054175,0.942381
2,0.000005,8291,8292,0.000950,0.000000,0.002745,0.135034,0.861272
-1,0.000000,-1,-1,0.000551,0.000000,0.001272,0.000000,0.998177
2,0.000009,8293,8294,0.003463,0.000000,0.012006,0.984530,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
31,0.000000,8295,8298,0.002081,0.000000,0.012023,0.985896,0.000000
32,0.000000,8296,8297,0.001405,0.000000,0.000000,0.998595,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
115,0.000000,8299,8300,0.054548,0.000000,0.945452,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
61,0.000000,8302,8305,0.002948,0.000000,0.000341,0.003991,0.992720
37,0.000000,8303,8304,0.847064,0.000000,0.152936,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
27,0.000000,8306,8307,0.001064,0.000000,0.000000,0.004000,0.994937
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,0.000000,1.000000
27,0.330000,8308,8309,0.210081,0.000000,0.000000,0.789919,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.014560,0.000000,0.000000,0.985440,0.000000
0,0.000000,8311,8442,0.448204,0.041022,0.013023,0.469133,0.028619
120,0.000000,8312,8335,0.536423,0.054766,0.016868,0.379082,0.012861
24,0.170000,8313,8328,0.649523,0.231665,0.000000,0.118812,0.000000
33,0.050000,8314,8325,0.817861,0.023985,0.000000,0.158154,0.000000
24,0.000000,8315,8324,0.967443,0.032557,0.000000,0.000000,0.000000
20,0.001957,8316,8317,0.971784,0.028216,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
95,0.000000,8318,8323,0.952392,0.047608,0.000000,0.000000,0.000000
32,0.000000,8319,8322,0.950238,0.049762,0.000000,0.000000,0.000000
1,0.000000,8320,8321,0.815937,0.184063,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.576983,0.423017,0.000000,0.000000,0.000000
65,0.000000,8326,8327,0.399356,0.000000,0.000000,0.600644,0.000000
-1,0.000000,-1,-1,0.055802,0.000000,0.000000,0.944198,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
21,0.500000,8329,8334,0.141140,0.858860,0.000000,0.000000,0.000000
36,0.380000,8330,8333,0.122564,0.877436,0.000000,0.000000,0.000000
1,0.000000,8331,8332,0.090746,0.909254,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.773239,0.226761,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
29,0.333333,8336,8391,0.535779,0.053760,0.016964,0.380563,0.012934
8,0.000000,8337,8370,0.150192,0.033513,0.017384,0.771274,0.027637
20,0.434442,8338,8363,0.488567,0.174042,0.126230,0.010487,0.200673
90,0.000000,8339,8354,0.552272,0.065618,0.142961,0.011878,0.227272
1,0.000000,8340,8347,0.622461,0.078923,0.010975,0.014286,0.273355
28,0.964706,8341,8344,0.263551,0.000000,0.025378,0.000000,0.711071
85,0.000000,8342,8343,0.914033,0.000000,0.085967,0.000000,0.000000
-1,0.000000,-1,-1,0.948997,0.000000,0.051003,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
25,0.520000,8345,8346,0.037014,0.000000,0.004277,0.000000,0.958709
-1,0.000000,-1,-1,0.257151,0.000000,0.742849,0.000000,0.000000
-1,0.000000,-1,-1,0.035739,0.000000,0.000000,0.000000,0.964261
56,0.000000,8348,8351,0.846601,0.128210,0.001981,0.023207,0.000000
25,0.520000,8349,8350,0.968376,0.002338,0.002303,0.026983,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.953044,0.003472,0.003420,0.040064,0.000000
29,0.007843,8352,8353,0.098029,0.901971,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.614093,0.385907,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.033108,0.966892,0.000000,0.000000,0.000000
28,0.172549,8355,8358,0.206114,0.000000,0.793886,0.000000,0.000000
2,0.000000,8356,8357,0.325779,0.000000,0.674221,0.000000,0.000000
-1,0.000000,-1,-1,0.128800,0.000000,0.871200,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
30,0.960000,8359,8362,0.116509,0.000000,0.883491,0.000000,0.000000
30,0.870000,8360,8361,0.069056,0.000000,0.930944,0.000000,0.000000
-1,0.000000,-1,-1,0.042036,0.000000,0.957964,0.000000,0.000000
-1,0.000000,-1,-1,0.193324,0.000000,0.806676,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
30,0.510000,8364,8367,0.007944,0.992056,0.000000,0.000000,0.000000
